season,week,week_text,player_id,player_uid,player_guid,name_first,name_last,name_display,name_short,age,team_name,team_short_name,slug,team_id,team_uid,qbr_total,pts_added,qb_plays,epa_total,pass,run,exp_sack,penalty,qbr_raw,sack,headshot_href,week_type,game_id,game_date,player_home_away,score,opp_team_id,opp_team_name,opp_team_short_name
2006,NA,Season Level,159846,s:20~l:23~a:159846,5eafbaa789670f3d8be87a9e8080aa83,Pat,White,Pat White,P. White,23,Mountaineers,WVU,pat-white,277,s:20~l:23~t:277,90.5,72.9,370,76.1,37.7,45,-6.1,1.2,88.6,-7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,145275,s:20~l:23~a:145275,ad326006f10fbaa668f31e6a4eefda8d,Colt,Brennan,Colt Brennan,C. Brennan,25,Rainbow Warriors,HAW,colt-brennan,62,s:20~l:23~t:62,85.8,126.4,690,127.5,125.2,15.4,-12.3,1.3,87,-14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,148066,s:20~l:23~a:148066,395352b5282afb79a4e3712a4fb4fbc7,John,Beck,John Beck,J. Beck,27,Cougars,BYU,john-beck,252,s:20~l:23~t:252,83.4,66.5,517,72.7,80.7,0,-8.4,1.6,79.2,-9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,146755,s:20~l:23~a:146755,35a9c3f020cecde1433aa0b663eb1383,JaMarcus,Russell,JaMarcus Russell,J. Russell,23,Tigers,LSU,jamarcus-russell,99,s:20~l:23~t:99,82.1,47,428,54.7,65.2,1.3,-9.7,0.1,75.8,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,133648,s:20~l:23~a:133648,678c35f30cc2f77002f17087fb8fbccc,Troy,Smith,Troy Smith,T. Smith,24,Buckeyes,OSU,troy-smith,194,s:20~l:23~t:194,82,46.7,414,54,62.7,3,-9.3,-0.5,76.4,-11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,164609,s:20~l:23~a:164609,6c59128b58bb37bc74d0c14e528437c6,Brian,Brohm,Brian Brohm,B. Brohm,23,Cardinals,LOU,brian-brohm,97,s:20~l:23~t:97,79.7,43,390,51.1,61.1,-1.1,-9.2,1.2,75.9,-10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,161062,s:20~l:23~a:161062,1929d00fd8fe7d84b88299a4f87daade,Erik,Ainge,Erik Ainge,E. Ainge,22,Volunteers,TENN,erik-ainge,2633,s:20~l:23~t:2633,79.3,40.3,401,55.5,66.5,-2.4,-8.6,0.7,74,-9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,145168,s:20~l:23~a:145168,c75bef252d3f439feeec9b8e63b35116,John David,Booty,John David Booty,J. Booty,24,Trojans,USC,john-david-booty,30,s:20~l:23~t:30,77.7,33,527,50.6,62,-3.1,-7.6,-0.1,65.7,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,163360,s:20~l:23~a:163360,1c16d71a2316940afc20a8b05bbd00c6,Nate,Longshore,Nate Longshore,N. Longshore,23,Golden Bears,CAL,nate-longshore,25,s:20~l:23~t:25,74.8,32.7,445,43.7,50.8,-0.6,-6.5,1.5,68.2,-8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,150329,s:20~l:23~a:150329,28b64d2c0a09417a70b4e4feb6b7670c,Brady,Quinn,Brady Quinn,B. Quinn,29,Fighting Irish,ND,brady-quinn,87,s:20~l:23~t:87,73.9,42.4,595,54.6,59.9,10.6,-15.1,-0.7,67.7,-15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,134942,s:20~l:23~a:134942,ed66227a54e3125346b4c27291b49c8c,Tyler,Palko,Tyler Palko,T. Palko,25,Panthers,PITT,tyler-palko,221,s:20~l:23~t:221,72.2,30,429,40.9,54.4,4.2,-14,-2.5,67.4,-15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,146835,s:20~l:23~a:146835,4abce30259baf165f4e2704203b66ab0,Syvelle,Newton,Syvelle Newton,S. Newton,23,Gamecocks,SC,syvelle-newton,2579,s:20~l:23~t:2579,71.4,19.2,270,29.6,22,15.5,-8.2,1.2,67.7,-9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,158470,s:20~l:23~a:158470,12c8c507346371ef08aca3bff6ecd1d3,Bobby,Reid,Bobby Reid,B. Reid,24,Cowboys,OKST,bobby-reid,197,s:20~l:23~t:197,70.9,23,418,36.7,26,20.3,-9.3,-0.4,63.9,-9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,177296,s:20~l:23~a:177296,8b9f8207533ad00c2cef90ed3746a053,Chase,Daniel,Chase Daniel,C. Daniel,34,Tigers,MIZ,chase-daniel,142,s:20~l:23~t:142,70.1,43.1,626,58.6,69.2,4.3,-11.6,-0.4,67.2,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,146711,s:20~l:23~a:146711,cb8aacb870269b19becacc04a6df94a4,Andre',Woodson,Andre' Woodson,A. Woodson,24,Wildcats,UK,andre-woodson,96,s:20~l:23~t:96,69.3,25.3,533,44.1,64.8,2.7,-23.2,0.5,62.1,-23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,133808,s:20~l:23~a:133808,af64474d2875e07eb4310c2b2da798a5,Bryan,Cupito,Bryan Cupito,B. Cupito,24,Golden Gophers,MINN,bryan-cupito,135,s:20~l:23~t:135,69.2,21.8,432,32.4,44.8,-3.5,-8.7,0.3,62.8,-9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,134778,s:20~l:23~a:134778,41cf28d6f3f11d2146bbd6b7b8d33512,Jared,Zabransky,Jared Zabransky,J. Zabransky,25,Broncos,BSU,jared-zabransky,68,s:20~l:23~t:68,68.1,33.2,429,42,47.4,5.5,-9.9,-0.7,69.1,-10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,137189,s:20~l:23~a:137189,fec4a5a074293332afc021c366a96ea4,Matt,Moore,Matt Moore,M. Moore,36,Beavers,ORST,matt-moore,204,s:20~l:23~t:204,67.3,16.8,492,33.7,53.3,2.6,-19.2,1.3,58.8,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,160425,s:20~l:23~a:160425,5476d53b0fb2af3c3ddf4893be55a238,Graham,Harrell,Graham Harrell,G. Harrell,24,Red Raiders,TTU,graham-harrell,2641,s:20~l:23~t:2641,66.4,37.7,694,60.6,79.2,-4.3,-11.1,2.5,63.8,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,170586,s:20~l:23~a:170586,d55a8c6b6f87d24f441cd8b0da62db23,Dan,LeFevour,Dan LeFevour,D. LeFevour,23,Chippewas,CMU,dan-lefevour,2117,s:20~l:23~t:2117,66.4,46.4,570,59.9,52.1,21.3,-14.5,2.3,70,-15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,136735,s:20~l:23~a:136735,4883748832bc257c68a703245ce62af8,Paul,Thompson,Paul Thompson,P. Thompson,25,Sooners,OKLA,paul-thompson,201,s:20~l:23~t:201,66.2,21.8,453,39.1,48.6,0.4,-10.2,1.5,62.2,-11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,175772,s:20~l:23~a:175772,2bb9165399456ee0519ce02e85530450,Colt,McCoy,Colt McCoy,C. McCoy,34,Longhorns,TEX,colt-mccoy,251,s:20~l:23~t:251,65.7,20.5,435,34.2,45.2,-6.3,-7.1,4.1,62,-8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,161402,s:20~l:23~a:161402,e2bbb368c3f3dfa5a136e1246fb79b27,Chris,Nickson,Chris Nickson,C. Nickson,23,Commodores,VAN,chris-nickson,238,s:20~l:23~t:238,65.5,12.3,469,30,16.1,19.2,-8.3,3.3,56.8,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,147493,s:20~l:23~a:147493,56314292d8a425dcc17442a8f133edcc,Kevin,Kolb,Kevin Kolb,K. Kolb,24,Cougars,HOU,kevin-kolb,248,s:20~l:23~t:248,65.2,43,595,64.1,78.7,7.6,-19.8,-2.5,67.9,-19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,146526,s:20~l:23~a:146526,1ece43281a4a631d9029af3a886620f6,Chris,Leak,Chris Leak,C. Leak,23,Gators,FLA,chris-leak,57,s:20~l:23~t:57,65.1,7.9,487,27.7,50.3,-5.7,-16.3,0,54.2,-16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,156336,s:20~l:23~a:156336,af3287aa0ed74bb06e7e55d0330359a2,Stephen,McGee,Stephen McGee,S. McGee,23,Aggies,TA&M,stephen-mcgee,245,s:20~l:23~t:245,65.1,21.6,513,40.2,35.3,14,-10.3,0.9,60.8,-10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,145026,s:20~l:23~a:145026,870467ff7c6e2079812cb0c7b00ecb4b,Dennis,Dixon,Dennis Dixon,D. Dixon,29,Ducks,ORE,dennis-dixon,2483,s:20~l:23~t:2483,64.5,11.1,448,25.5,21.4,6.3,-3,1.8,56.4,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,162199,s:20~l:23~a:162199,1d604e670f1439ab5a52c9410a6b2afc,Chase,Holbrook,Chase Holbrook,C. Holbrook,NA,Aggies,NMSU,chase-holbrook,166,s:20~l:23~t:166,64.2,59.8,698,79.9,105.4,-3,-21.7,1.9,70.9,-24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,134094,s:20~l:23~a:134094,d84ea9cc975a33d08a19d87b1bb1ddab,Zac,Taylor,Zac Taylor,Z. Taylor,38,Cornhuskers,NEB,zac-taylor,158,s:20~l:23~t:158,63.8,18.8,493,35.1,52.1,1.6,-16,-1.2,59.8,-17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,145238,s:20~l:23~a:145238,23e355f6b5fe116fc62ece4637aebf2f,Alex,Brink,Alex Brink,A. Brink,23,Cougars,WSU,alex-brink,265,s:20~l:23~t:265,63.7,6.5,506,26.9,51.7,-10.5,-17.7,3.6,53.3,-17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,136579,s:20~l:23~a:136579,efbfb0bc494ecaece4b0b10311f07c74,Isaiah,Stanback,Isaiah Stanback,I. Stanback,24,Huskies,WASH,isaiah-stanback,264,s:20~l:23~t:264,63.2,2.7,295,15.5,24.5,-2.1,-5.3,0,52.4,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,160898,s:20~l:23~a:160898,84acd5b740f360ac73a89b96c0bfe022,Chad,Henne,Chad Henne,C. Henne,36,Wolverines,MICH,chad-henne,130,s:20~l:23~t:130,63,9.7,408,24.6,43.5,-2.8,-15.3,0.7,56.2,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,169077,s:20~l:23~a:169077,f5308bf9bc15e3221148b640614c6959,Riley,Skinner,Riley Skinner,R. Skinner,23,Demon Deacons,WAKE,riley-skinner,154,s:20~l:23~t:154,62.6,7.6,356,22.5,42.6,-3.2,-14.1,-0.8,55.5,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,135988,s:20~l:23~a:135988,d45bdbdf6543ff88b337176dd34d811d,Sam,Hollenbach,Sam Hollenbach,S. Hollenbach,25,Terrapins,MD,sam-hollenbach,120,s:20~l:23~t:120,61.9,6.7,407,20.8,32.4,1.4,-13.2,1,54.3,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,133570,s:20~l:23~a:133570,9099493267cd41e19069827be3fff717,Jeff,Rowe,Jeff Rowe,J. Rowe,24,Wolf Pack,NEV,jeff-rowe,2440,s:20~l:23~t:2440,60.1,21.7,388,31.8,34.1,12.5,-17.1,3.3,64.2,-17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,147935,s:20~l:23~a:147935,2aae660c961f2efa161eae4fa9c97c2c,Paul,Smith,Paul Smith,P. Smith,24,Golden Hurricane,TLSA,paul-smith,202,s:20~l:23~t:202,59.7,31.2,477,47.7,54.5,2.7,-8.4,-1.2,66.4,-8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,146009,s:20~l:23~a:146009,949fe84fcd08ac26386ee8dfa225490f,Drew,Tate,Drew Tate,D. Tate,24,Hawkeyes,IOWA,drew-tate,2294,s:20~l:23~t:2294,58.5,8.6,423,25.4,36.5,0.7,-8.2,0.1,55.2,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,169602,s:20~l:23~a:169602,2dac228f1ca1c574289eab7702715c48,John Parker,Wilson,John Parker Wilson,J. Wilson,23,Crimson Tide,ALA,john-parker-wilson,333,s:20~l:23~t:333,58.1,4.7,513,27.6,38.4,7.4,-17.2,2.7,52.4,-20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,146254,s:20~l:23~a:146254,c79f38c2a37e5dfcdd3da91f4811b2cd,Matt,Ryan,Matt Ryan,M. Ryan,36,Eagles,BC,matt-ryan,103,s:20~l:23~t:103,57.7,6.4,518,28.5,38.8,2.1,-14.3,1.9,53.2,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,177363,s:20~l:23~a:177363,e7e9b8d1973dabfcc1ece1b2394e035d,Justin,Willis,Justin Willis,J. Willis,NA,Mustangs,SMU,justin-willis,2567,s:20~l:23~t:2567,57.1,23,445,38.3,51.1,1.9,-16.9,3.2,63.1,-18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,133680,s:20~l:23~a:133680,99339cd76993b1402c0147e265c6f628,John,Stocco,John Stocco,J. Stocco,25,Badgers,WISC,john-stocco,275,s:20~l:23~t:275,56.8,2.5,342,16,31.1,1.4,-15,1.8,51.9,-18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,173139,s:20~l:23~a:173139,d7bddc67f6dd57d90ad9f668d0462041,Matt,Grothe,Matt Grothe,M. Grothe,23,Bulls,USF,matt-grothe,58,s:20~l:23~t:58,56.6,9.8,533,31.5,42.4,2.8,-13.9,0.2,54.8,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,136814,s:20~l:23~a:136814,be68a7f659ad7fc36910ba715bb57f9a,Jordan,Palmer,Jordan Palmer,J. Palmer,30,Miners,UTEP,jordan-palmer,2638,s:20~l:23~t:2638,56.4,27.6,527,45.4,60,-3.1,-11.6,2.3,63.3,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,157266,s:20~l:23~a:157266,4af6e85e8b41c764249daeac76bfb391,Chase,Clement,Chase Clement,C. Clement,23,Owls,RICE,chase-clement,242,s:20~l:23~t:242,55.7,17.7,409,33,28,13,-9.8,1.9,61.1,-9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,169928,s:20~l:23~a:169928,c4a781799a8490fef722b542462ba977,Brett,Ratliff,Brett Ratliff,B. Ratliff,23,Utes,UTAH,brett-ratliff,254,s:20~l:23~t:254,55.5,15.3,541,34.7,44.7,-0.4,-8,-0.5,57.3,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,133795,s:20~l:23~a:133795,f4b32bb99c140179189ab3da2cab3553,Drew,Stanton,Drew Stanton,D. Stanton,36,Spartans,MSU,drew-stanton,127,s:20~l:23~t:127,54.4,7.4,412,21.9,18.6,19.7,-12.4,-2.8,54.6,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,167354,s:20~l:23~a:167354,52940db121a0dd0fbf0f2ecf94d5a772,Drew,Weatherford,Drew Weatherford,D. Weatherford,24,Seminoles,FSU,drew-weatherford,52,s:20~l:23~t:52,53.8,-8.9,408,9.9,30.5,-10.3,-10.4,0.8,44.3,-11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,134972,s:20~l:23~a:134972,ee02e5ea7cad37588ff29cfd6cca00af,Brandon,Cox,Brandon Cox,B. Cox,25,Tigers,AUB,brandon-cox,2,s:20~l:23~t:2,53.5,-9.8,352,6.3,40.2,-10.3,-22.3,0.2,42.8,-23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,137461,s:20~l:23~a:137461,f71cc4feb82ff2e2804b79496eb35e44,Jeff,Ballard,Jeff Ballard,J. Ballard,25,Horned Frogs,TCU,jeff-ballard,2628,s:20~l:23~t:2628,53.5,17.5,458,31.1,31.1,9.6,-7.7,-0.5,59.8,-9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,147930,s:20~l:23~a:147930,8f973ce69febe5db30d7db0fc3206a70,Jeremy,Young,Jeremy Young,J. Young,23,Golden Eagles,USM,jeremy-young,2572,s:20~l:23~t:2572,53.2,2.2,410,19,25.6,4.1,-10,1.3,51.4,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,135818,s:20~l:23~a:135818,828e3b297c8ec08a2bf5f0dbd5d91d60,Will,Proctor,Will Proctor,W. Proctor,25,Tigers,CLEM,will-proctor,228,s:20~l:23~t:228,53,-6.4,398,10.9,27,-5.1,-9.8,-0.1,45.9,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,152455,s:20~l:23~a:152455,02c18e54403aafc3d37bdc983aa27070,Martin,Hankins,Martin Hankins,M. Hankins,24,Tigers,MEM,martin-hankins,235,s:20~l:23~t:235,52.4,10.3,442,26.8,33.8,-0.9,-7.7,2.2,56,-8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,183518,s:20~l:23~a:183518,20c41c33a33f6dc27e1f0771e39ce49a,Matthew,Stafford,Matthew Stafford,M. Stafford,33,Bulldogs,UGA,matthew-stafford,61,s:20~l:23~t:61,52,-8.3,333,6.7,10.7,7.8,-8,-1.5,43.5,-10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,161031,s:20~l:23~a:161031,ce45839fd59bd8bd1e77ef056956d5c3,Curtis,Painter,Curtis Painter,C. Painter,29,Boilermakers,PUR,curtis-painter,2509,s:20~l:23~t:2509,51.9,7.5,654,32.9,40.6,2.8,-13.2,2.7,53,-13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,159805,s:20~l:23~a:159805,340fe5ee03b10cc1d5407044e4662ddc,Patrick,Cowan,Patrick Cowan,P. Cowan,23,Bruins,UCLA,patrick-cowan,26,s:20~l:23~t:26,51.6,-17.1,368,0.5,9.1,-1.5,-8.2,1.7,38.2,-8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,148370,s:20~l:23~a:148370,ed73815ed5c18d38f2b8126ce427175e,Adam,Tafralis,Adam Tafralis,A. Tafralis,25,Spartans,SJSU,adam-tafralis,23,s:20~l:23~t:23,51.1,11.2,392,26.3,42.5,-1.1,-11.4,-3.3,57.4,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,164361,s:20~l:23~a:164361,83c04583eb690805d61374ac680fed82,Shaun,Carney,Shaun Carney,S. Carney,23,Falcons,AFA,shaun-carney,2005,s:20~l:23~t:2005,50.8,1.2,353,15.7,21,2.7,-10.9,3.8,50.9,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,150032,s:20~l:23~a:150032,b7c1ccfd922122319f9225affbaf229c,Steven,Moffett,Steven Moffett,S. Moffett,24,Knights,UCF,steven-moffett,2116,s:20~l:23~t:2116,50.8,-0.8,263,10,21.2,-0.8,-8.4,-1.5,49.2,-8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,161913,s:20~l:23~a:161913,40f143c0741b3cb8030c9fec7e121f95,Mike,Teel,Mike Teel,M. Teel,23,Scarlet Knights,RUTG,mike-teel,164,s:20~l:23~t:164,50.3,-3.8,346,9.9,16.9,-0.9,-5.1,0.2,47.1,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,174294,s:20~l:23~a:174294,9f7e019f1a62405282dfffd08dbcda7e,Kellen,Lewis,Kellen Lewis,K. Lewis,22,Hoosiers,IU,kellen-lewis,84,s:20~l:23~t:84,50.1,-1.3,500,17.7,22.3,8,-11.3,0.3,49.3,-12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,134743,s:20~l:23~a:134743,c80a61a9a364211861984eb945b69aaa,Shawn,Bell,Shawn Bell,S. Bell,25,Bears,BAY,shawn-bell,239,s:20~l:23~t:239,50,-6.2,455,13.2,31.6,-3.1,-13.8,0.1,46.5,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,136126,s:20~l:23~a:136126,5d55454a8da855dce954efd07ca4a9ba,James,Pinkney,James Pinkney,J. Pinkney,25,Pirates,ECU,james-pinkney,151,s:20~l:23~t:151,49.1,3.2,537,26.2,44.1,-3.3,-15.5,3,51.5,-17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,145404,s:20~l:23~a:145404,3f0b921539819f666c71d6a9ce3ec502,Bret,Meyer,Bret Meyer,B. Meyer,23,Cyclones,ISU,bret-meyer,66,s:20~l:23~t:66,49,-10.9,556,12.5,25.8,6.2,-19.5,0.1,44.9,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,160036,s:20~l:23~a:160036,87c7418132b968796671cc9a11a0620e,Caleb,Hanie,Caleb Jeffrey Hanie,C. Hanie,28,Rams,CSU,caleb-jeffrey-hanie,36,s:20~l:23~t:36,47.7,1,485,20.4,39.7,4.1,-22.7,0.8,50.5,-24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,145567,s:20~l:23~a:145567,bb10092424e61b8d9beba673220248bc,Joe,Dailey,Joe Dailey,J. Dailey,25,Tar Heels,UNC,joe-dailey,153,s:20~l:23~t:153,47,-13.1,259,-0.6,9.8,-5.1,-4.5,-0.6,37.1,-4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,185609,s:20~l:23~a:185609,17fd3d97cff26b8fc186b86efea90423,Nate,Davis,Nate Davis,N. Davis,21,Cardinals,BALL,nate-davis,2050,s:20~l:23~t:2050,46.9,-1.6,297,10.3,23.2,-5.1,-8.9,2.2,48.6,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,156724,s:20~l:23~a:156724,edba7c3cbabf8b7316d87839b814832d,Sean,Glennon,Sean Glennon,S. Glennon,23,Hokies,VT,sean-glennon,259,s:20~l:23~t:259,44.9,-24.2,408,-3.8,18.1,-0.8,-19.1,2,35.1,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,145781,s:20~l:23~a:145781,74f64c6253cb85927468c301634feba3,Reggie,Ball,Reggie Ball,R. Ball,24,Yellow Jackets,GT,reggie-ball,59,s:20~l:23~t:59,44.9,-19.9,464,2.2,1,9.7,-12.6,5.8,39,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,193061,s:20~l:23~a:193061,2dd5b1e9095bdfa9883eaaeae8b362ee,Julian,Edelman,Julian Edelman,J. Edelman,34,Golden Flashes,KENT,julian-edelman,2309,s:20~l:23~t:2309,44.7,14.3,461,30.1,21.4,19.5,-11.3,1.1,58,-11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,160303,s:20~l:23~a:160303,7b0405b702e1386d60f04a090b35af89,Rudy,Carpenter,Rudy Carpenter,R. Carpenter,23,Sun Devils,ASU,rudy-carpenter,9,s:20~l:23~t:9,44.7,-20.7,473,1.6,28.9,-5,-18.8,-2.4,38.8,-19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,162870,s:20~l:23~a:162870,559e09a26c7ad1408fc0f0de166456f3,Dustin,Grutza,Dustin Grutza,D. Grutza,23,Bearcats,CIN,dustin-grutza,2132,s:20~l:23~t:2132,44,-16.5,343,0,16.2,0.1,-14,-1.1,37.8,-15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,159655,s:20~l:23~a:159655,206b270d5d75de9d5b5ce24b893c2271,Daniel,Evans,Daniel Evans,D. Evans,23,Wolfpack,NCST,daniel-evans,152,s:20~l:23~t:152,43.6,-21.5,386,-2.6,9.5,-1.7,-9.7,-0.6,35.9,-9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,134032,s:20~l:23~a:134032,22380e4edae58fb51088df9a0087b5bc,Lester,Ricard,Lester Ricard,L. Ricard,25,Green Wave,TULN,lester-ricard,2655,s:20~l:23~t:2655,43.6,-3.9,489,15.6,33.9,-0.7,-14.1,-1.7,47.9,-15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,138204,s:20~l:23~a:138204,ac628768bea49ab7446b0a55c8e9611a,Phil,Horvath,Phil Horvath,P. Horvath,25,Huskies,NIU,phil-horvath,2459,s:20~l:23~t:2459,43.5,-1.9,331,11.3,22.6,-2,-9.8,1.5,48.5,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,164344,s:20~l:23~a:164344,48da183ba08e9e2153c6db7b23bafe81,Anthony,Morelli,Anthony Morelli,A. Morelli,23,Nittany Lions,PSU,anthony-morelli,213,s:20~l:23~t:213,43,-20.8,470,1.5,17.3,-3.2,-14.3,3.3,38.7,-15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,146486,s:20~l:23~a:146486,d9bc18c7d960feb3ba7cb90154a0f33e,Kyle,Wright,Kyle Wright,K. Wright,24,Hurricanes,MIAMI,kyle-wright,2390,s:20~l:23~t:2390,42.8,-14.2,333,1.6,17.5,-1.7,-13,0.3,39.1,-14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,170527,s:20~l:23~a:170527,432d8288b8dcce5bc513bd702e05da6a,Anthony,Turner,Anthony Turner,A. Turner,23,Falcons,BGSU,anthony-turner,189,s:20~l:23~t:189,41.3,-1.8,414,16,19,2.2,-5.4,0.9,48.8,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,149492,s:20~l:23~a:149492,c0c645186117000f52db9eb34e131610,Bernard,Morris,Bernard Morris,B. Morris,23,Thundering Herd,MRSH,bernard-morris,276,s:20~l:23~t:276,41.1,-5,299,8.1,16.7,2,-8.2,-0.2,45.6,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,147307,s:20~l:23~a:147307,46dcb7ff038ecd2e632221ce9cd00246,Mike,Kokal,Mike Kokal,M. Kokal,24,RedHawks,M-OH,mike-kokal,193,s:20~l:23~t:193,40.5,-5.9,527,18.3,31,11.5,-23.1,1,47.1,-25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,Season Level,184540,s:20~l:23~a:184540,837228324b9a7f6f2045973a39fb4bd4,Omar,Haugabook,Omar Haugabook,O. Haugabook,23,Trojans,TROY,omar-haugabook,2653,s:20~l:23~t:2653,40.2,-14.2,572,11.3,21.8,9.9,-17.4,-1.5,43.6,-18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
